openalex_author_id,display_name,institution,country,papers,gender,origin_country,origin_region,ethnicity,inst_city,inst_region,inst_lat,inst_lon
A5062808515,Marlon H. Román‐Verdesoto,Inter-American Tropical Tuna Commission,US,3,M,ES,Europe,HispanoLatino,La Jolla,California,32.84727,-117.2742
A5090363793,Lawrence R. Frank,University of California System,US,3,M,IE,Europe,TrinidadTobago,Oakland,California,37.80437,-122.2708
A5090373172,Joshua A. Cullen,Texas A&M University at Galveston,US,3,M,IE,Europe,Irish,Galveston,NA,29.30134963989257,-94.797698974609375
A5027733732,Gabriele Larocca Conte,"University of California, Merced",US,3,M,IT,Europe,Guinean,Merced,NA,37.30215835571289,-120.48297119140624
A5062978375,Jamie S. Yin,Simon Fraser University,CA,3,F,TW,Asia,Chinese,Burnaby,British Columbia,49.26636,-122.95263
A5050552933,Stephen R. Palumbi,Hopkins Marine Station (Stanford),US,3,M,ZM,Africa,Italian,Pacific Grove,California,36.6219,-121.9042
A5073201050,Adam Brown,Point Blue Conservation Science,US,3,M,GB,Europe,British,Petaluma,California,38.22794723510742,-122.59088134765624
A5006325353,Emanuel Mimila‐Herrera,Pronatura Noroeste,MX,3,M,ES,Europe,Portuguese,Ensenada,NA,31.875146865844727,-116.6272964477539
A5055876951,Juan Ezcurra,"California State University, Monterey Bay",US,3,M,ES,Europe,Hispanic,Seaside,NA,36.61106872558594,-121.85162353515624
A5063091331,Lorena Silva‐Garay,"California State University, Long Beach",US,3,F,ES,Europe,HispanoLatino,Long Beach,NA,33.76696014404297,-118.1892318725586
A5101703928,Oscar Méndez,Universidad Veracruzana,MX,3,M,ES,Europe,Hispanic,Xalapa,NA,19.53124046325684,-96.9158935546875
A5011224527,Kisei R. Tanaka,"California State University, Monterey Bay",US,3,M,JP,Asia,Japanese,Seaside,NA,36.61106872558594,-121.85162353515624
A5083836369,Marcial Arellano‐Martínez,Instituto Politécnico Nacional,MX,3,M,ES,Europe,Hispanic,Mexico City,Mexico City,19.42847,-99.12766
A5104087397,Adrian P. Hunt,Mesalands Community College,US,3,M,GB,Europe,British,Tucumcari,New Mexico,35.16095733642578,-103.73638153076172
A5072763035,Enrique Morales‐Bojórquez,Instituto Politécnico Nacional,MX,3,M,ES,Europe,Hispanic,Mexico City,Mexico City,19.42847,-99.12766
A5063320988,Miguel A. Escobedo‐Olvera,Centro de Investigación Científica y de Educación Superior de Ensenada,MX,3,M,ES,Europe,Hispanic,Ensenada,Baja California,31.87149,-116.60071
A5111892174,GR Hoff,NOAA National Marine Fisheries Service Alaska Fisheries Science Center,US,3,M,DE,Europe,German,Seattle,NA,47.60620880126953,-122.33206939697266
A5012743135,María F. Mora,San Diego State University,US,3,F,ES,Europe,HispanoLatino,San Diego,NA,32.7157096862793,-117.16471862792967
A5028146995,Chrystian Carolina Hernández-Lazo,El Colegio de la Frontera Sur,MX,3,F,ES,Europe,Hispanic,Campeche,Campeche,19.84073,-90.51676
A5092729736,P. Santiago Domínguez-Sánchez,Oregon Department of Fish and Wildlife,US,3,M,ES,Europe,Hispanic,Salem,Oregon,44.897403717041016,-123.00270080566406
A5103698965,Héctor Marcos Montes Domínguez,Autonomous University of Tlaxcala,MX,3,M,ES,Europe,Hispanic,Tlaxcala City,NA,19.31904983520508,-98.19982147216795
A5047441481,Mark G. McNamee,"University of California, Davis",US,3,M,IE,Europe,Irish,Davis,California,38.54491,-121.74052
A5019373940,Ian R. Davenport,Xavier University of Louisiana,US,3,M,GB,Europe,British,New Orleans,Louisiana,29.95465,-90.07507
A5064043167,Fumi Katoh,University of Alberta,CA,3,F,JP,Asia,Japanese,Edmonton,Alberta,53.55014,-113.46871
A5001830341,Kenneth Carpenter,University of Colorado Boulder,US,3,M,GB,Europe,British,Boulder,NA,40.01499176025391,-105.2705535888672
A5071278375,Edgar Cruz-Acevedo,Universidad Autónoma de Nuevo León,MX,3,M,PT,Europe,Hispanic,San Nicolás de los Garza,NA,25.741670608520508,-100.3022232055664
A5012574267,Heber Zea-de la Cruz,Universidad Veracruzana,MX,3,M,PT,Europe,Portuguese,Xalapa,NA,19.53124046325684,-96.9158935546875
A5055388401,Guillermo Asmar-Rovira,Scripps Research Institute,US,3,M,ES,Europe,Hispanic,San Diego,NA,32.7157096862793,-117.16471862792967
A5047687950,Deborah A. Farrer,Washington Department of Fish and Wildlife,US,3,F,IE,Europe,Austrian,Olympia,NA,47.03786849975586,-122.90070343017578
A5047783096,Vanessa Alatorre-Ramírez,Instituto Politécnico Nacional,MX,3,F,ES,Europe,Hispanic,Mexico City,Mexico City,19.42847,-99.12766
A5064665187,Lindsay Mullins,Mississippi State University,US,3,F,GB,Europe,Irish,Starkville,Mississippi,33.45049,-88.81961
A5039857832,Robert T. Leaf,University of Southern Mississippi,US,3,M,GB,Europe,British,Hattiesburg,NA,31.327119827270508,-89.29033660888672
A5090913993,Kelly A. Young,"California State University, Long Beach",US,3,F,KR,Asia,NativeHawaiian,Long Beach,NA,33.76696014404297,-118.1892318725586
A5028219915,Kevin R. Piner,NOAA National Marine Fisheries Service Southwest Fisheries Science Center,US,3,M,AT,Europe,Austrian,La Jolla,NA,32.84727096557617,-117.27420043945312
A5028316837,Daniel P. Costa,"University of California, Santa Cruz",US,3,M,PT,Europe,NativeHawaiian,Santa Cruz,NA,36.97412109375,-122.03079986572266
A5022951061,Elizabeth Cuevas-Zimbrón,El Colegio de la Frontera Sur,MX,3,F,IE,Europe,Hispanic,Campeche,Campeche,19.84073,-90.51676
A5070636380,Kristin Walovich,Moss Landing Marine Laboratories,US,3,F,AT,Europe,Jewish,Moss Landing,California,36.8044,-121.7869
A5090804923,Jean R. C. de Marignac,"California State University, Monterey Bay",US,3,M,FR,Europe,French,Seaside,NA,36.61106872558594,-121.85162353515624
A5103499514,Sun H. Kim,DePaul University,US,3,M,KR,Asia,Korean,Chicago,NA,41.85002899169922,-87.6500473022461
A5036402089,David González‐Solís,El Colegio de la Frontera Sur,MX,3,M,ES,Europe,Hispanic,Campeche,Campeche,19.84073,-90.51676
A5020212862,Lisa S. Rotenstein,"California State University, Northridge",US,3,F,AT,Europe,Jewish,Northridge,NA,34.22834014892578,-118.53675079345705
