from,to,weight
A5082890259,A5113875047,2
A5082901299,A5085292254,1
A5082901299,A5088627641,1
A5082901299,A5089067181,3
A5082901299,A5101668226,1
A5082901299,A5102928081,5
A5082901299,A5102950683,1
A5082901299,A5104151417,4
A5082901299,A5114235298,1
A5082931952,A5091658874,1
A5082946019,A5090219740,1
A5082946019,A5111990162,1
A5083104363,A5084716364,2
A5083104363,A5085402881,1
A5083104363,A5086526354,1
A5083104363,A5086795493,2
A5083104363,A5087372555,1
A5083104363,A5087443655,2
A5083104363,A5089067181,2
A5083104363,A5089740599,1
A5083104363,A5091351942,2
A5083104363,A5091544501,2
A5083104363,A5091823728,1
A5083104363,A5103141864,1
A5083104363,A5112745135,1
A5083104363,A5113520124,1
A5083139289,A5083601677,1
A5083139289,A5084336818,1
A5083139289,A5084377900,1
A5083139289,A5091337163,1
A5083139289,A5091351942,1
A5083139289,A5103014661,1
A5083139289,A5106303147,1
A5083139289,A5107094937,1
A5083139289,A5108034932,1
A5083139289,A5108122011,1
A5083139289,A5110101517,1
A5083139289,A5111954282,1
A5083139289,A5111959191,1
A5083139289,A5112300922,1
A5083139289,A5113632107,1
A5083173493,A5087046632,1
A5083173493,A5087233282,1
A5083173493,A5103142337,1
A5083173493,A5103202460,1
A5083173493,A5109716564,2
A5083173493,A5112531170,3
A5083238939,A5089013617,6
A5083248278,A5113602048,1
A5083266790,A5083624621,1
A5083266790,A5087569260,1
A5083266790,A5087701950,1
A5083266790,A5088823228,1
A5083266790,A5090035763,1
A5083266790,A5090611122,1
A5083266790,A5091431113,1
A5083266790,A5102978579,1
A5083266790,A5109505237,1
A5083266790,A5110325164,1
A5083266790,A5110779309,1
A5083266790,A5110784563,1
A5083266790,A5112460277,1
A5083288919,A5089033058,7
A5083297478,A5112872825,2
A5083318952,A5108294360,2
A5083334448,A5085955618,1
A5083334448,A5091546833,1
A5083334448,A5109859959,3
A5083338846,A5083525231,1
A5083338846,A5085250784,2
A5083338846,A5086750483,1
A5083338846,A5089603095,1
A5083338846,A5090970334,1
A5083338846,A5101437846,2
A5083338846,A5102904176,1
A5083338846,A5110308720,1
A5083338846,A5110779309,1
A5083368899,A5091465619,3
A5083397889,A5089573174,1
A5083404298,A5084249426,1
A5083444072,A5088630522,1
A5083525231,A5083836369,1
A5083525231,A5086750483,5
A5083525231,A5088000458,1
A5083525231,A5089238682,1
A5083525231,A5089603095,2
A5083525231,A5089786279,1
A5083525231,A5090219740,1
A5083525231,A5090970334,1
A5083525231,A5103141864,1
A5083525231,A5110779309,1
A5083536447,A5103523988,2
A5083601677,A5090335051,1
A5083601677,A5091351942,1
A5083601677,A5107094937,1
A5083601677,A5111954282,1
A5083601677,A5111959191,1
A5083601677,A5112300922,1
A5083611476,A5084493762,1
A5083611476,A5086942147,1
A5083611476,A5087233282,1
A5083611476,A5087750501,1
A5083611476,A5088823228,1
A5083611476,A5090219740,1
A5083611476,A5090801242,1
A5083611476,A5090861767,1
A5083611476,A5091177134,1
A5083611476,A5091351942,1
A5083611476,A5091431113,1
A5083611476,A5103202460,1
A5083611476,A5106303147,1
A5083611476,A5109505237,1
A5083611476,A5110564278,1
A5083613314,A5085570681,1
A5083613314,A5112328313,1
A5083613314,A5112955398,3
A5083624054,A5085648520,3
A5083624054,A5108228453,1
A5083624621,A5085402881,1
A5083624621,A5085674774,4
A5083624621,A5085955618,1
A5083624621,A5086670563,1
A5083624621,A5087370269,1
A5083624621,A5087569260,1
A5083624621,A5087701950,4
A5083624621,A5088312740,1
A5083624621,A5088823228,1
A5083624621,A5089067181,3
A5083624621,A5089410623,1
A5083624621,A5090035763,4
A5083624621,A5090387325,1
A5083624621,A5090428075,3
A5083624621,A5090611122,2
A5083624621,A5090648333,1
A5083624621,A5090712939,1
A5083624621,A5090805634,2
A5083624621,A5090970334,1
A5083624621,A5091351942,1
A5083624621,A5091431113,1
A5083624621,A5102241380,3
A5083624621,A5102773610,3
A5083624621,A5102978579,1
A5083624621,A5103874950,1
A5083624621,A5103985941,2
A5083624621,A5103987246,2
A5083624621,A5104471764,2
A5083624621,A5106660198,2
A5083624621,A5106660366,2
A5083624621,A5106660367,1
A5083624621,A5108317458,2
A5083624621,A5108384913,2
A5083624621,A5109505237,1
A5083624621,A5110325164,1
A5083624621,A5110779309,3
A5083624621,A5110784563,3
A5083624621,A5110784564,2
A5083624621,A5111317831,1
A5083624621,A5111404410,3
A5083624621,A5112456217,1
A5083624621,A5112460277,4
A5083624621,A5113875047,2
A5083643690,A5085169279,1
A5083643690,A5086018883,1
A5083643690,A5088312740,1
A5083643690,A5090970334,1
A5083643690,A5109514030,2
A5083643690,A5110308720,2
A5083643690,A5112741514,1
A5083821626,A5111937220,3
A5083836369,A5089786279,1
A5083836369,A5090219740,1
A5083836369,A5103141864,1
A5083863455,A5087644829,3
A5083863455,A5087791670,7
A5083920386,A5088765674,1
A5083920386,A5112229584,2
A5083941266,A5091324452,1
A5083945944,A5111450318,1
A5083972342,A5109435673,1
A5083980382,A5084584080,1
A5083980382,A5087252914,1
A5083980382,A5089382655,1
A5083980382,A5108514927,1
A5083980382,A5110958531,1
A5083980429,A5089408999,1
A5083980429,A5109034177,1
A5083984112,A5089067181,1
A5083984112,A5101668226,2
A5083990969,A5088129511,1
A5083990969,A5090005375,1
A5083990969,A5101478574,1
A5084013996,A5090892962,2
A5084104287,A5088156103,1
A5084104287,A5088446870,5
A5084104287,A5103098022,1
A5084104287,A5107890402,1
A5084208566,A5111704722,2
A5084214176,A5087040042,1
A5084214176,A5091302994,1
A5084214176,A5112497092,1
A5084214176,A5113761759,4
A5084234375,A5084952958,2
A5084234375,A5085933467,2
A5084234375,A5086310297,1
A5084234375,A5086603611,2
A5084234375,A5086763067,2
A5084234375,A5086976250,2
A5084234375,A5087011078,2
A5084234375,A5087496171,2
A5084234375,A5087886468,2
A5084234375,A5088387847,2
A5084234375,A5088827087,2
A5084234375,A5089917331,1
A5084234375,A5090335051,1
A5084234375,A5090751584,1
A5084234375,A5090801242,1
A5084234375,A5091797033,1
A5084234375,A5092175376,1
A5084234375,A5113677716,1
A5084245071,A5086753224,1
A5084249426,A5087791670,1
A5084249426,A5090648333,1
A5084312125,A5084952958,1
A5084312125,A5086190353,1
A5084312125,A5086310297,1
A5084312125,A5086603611,2
A5084312125,A5086763067,1
A5084312125,A5086976250,1
A5084312125,A5087011078,1
A5084312125,A5087886468,1
A5084312125,A5088387847,1
A5084312125,A5089917331,1
A5084312125,A5090030439,1
A5084312125,A5090219740,1
A5084312125,A5090751584,1
A5084312125,A5092175376,1
A5084336818,A5084377900,11
A5084336818,A5085062684,2
A5084336818,A5086524488,1
A5084336818,A5086638630,6
A5084336818,A5087361292,1
A5084336818,A5089462580,3
A5084336818,A5089589275,7
A5084336818,A5090349888,1
A5084336818,A5091337163,1
A5084336818,A5101648038,1
A5084336818,A5103014661,1
A5084336818,A5106303147,1
A5084336818,A5108034932,10
A5084336818,A5108114169,2
A5084336818,A5108122011,1
A5084336818,A5110101517,1
A5084336818,A5112326719,4
A5084336818,A5112463159,2
A5084336818,A5112877525,2
A5084336818,A5113632107,1
A5084377900,A5085062684,2
A5084377900,A5086524488,1
A5084377900,A5086638630,9
A5084377900,A5088630522,2
A5084377900,A5089462580,3
A5084377900,A5089589275,5
A5084377900,A5091337163,1
A5084377900,A5101648038,1
A5084377900,A5103014661,1
A5084377900,A5106303147,1
A5084377900,A5108034932,11
A5084377900,A5108122011,1
A5084377900,A5108137309,2
A5084377900,A5110101517,1
A5084377900,A5112326719,2
A5084377900,A5112463159,2
A5084377900,A5112877525,2
A5084377900,A5113632107,1
A5084386643,A5088344732,1
A5084421774,A5088581760,3
A5084421774,A5088846084,5
A5084421774,A5104049340,3
A5084421774,A5108407456,1
A5084421774,A5110086262,3
A5084464350,A5085083738,1
A5084464350,A5102717651,1
A5084464350,A5111766469,1
A5084493762,A5086942147,2
A5084493762,A5087233282,1
A5084493762,A5088823228,1
A5084493762,A5091431113,2
A5084493762,A5103202460,1
A5084493762,A5104084186,1
A5084493762,A5106303147,1
A5084493762,A5109505237,2
A5084584080,A5087252914,12
A5084584080,A5089382655,1
A5084584080,A5108514927,1
A5084584080,A5109987684,1
A5084584080,A5110958531,3
A5084584080,A5111910776,1
A5084675868,A5106660198,3
A5084675868,A5108317458,4
A5084700095,A5087370269,3
A5084700095,A5087701950,3
A5084700095,A5088888694,8
A5084700095,A5089067181,10
A5084700095,A5089671440,1
A5084700095,A5090035763,1
A5084700095,A5090970334,1
A5084700095,A5091764470,4
A5084700095,A5109633531,1
A5084700095,A5110183548,1
A5084700095,A5111646559,1
A5084700095,A5112537861,1
A5084700095,A5112771709,1
A5084700095,A5113644443,4
A5084716364,A5087443655,3
A5084716364,A5090387325,1
A5084716364,A5113625396,1
A5084735110,A5085198786,1
A5084735110,A5089067181,1
A5084735110,A5093396739,1
A5084744032,A5084941812,1
A5084744032,A5091777836,1
A5084818615,A5085030130,1
A5084831947,A5090920803,2
A5084881702,A5087046632,1
A5084881702,A5106660198,1
A5084881702,A5108137309,1
A5084900280,A5091546833,1
A5084941812,A5086927082,1
A5084941812,A5090387325,1
A5084952958,A5085933467,2
A5084952958,A5086310297,2
A5084952958,A5086603611,3
A5084952958,A5086763067,3
A5084952958,A5086976250,3
A5084952958,A5087011078,3
A5084952958,A5087496171,2
A5084952958,A5087886468,3
A5084952958,A5088387847,3
A5084952958,A5088581760,1
A5084952958,A5088827087,2
A5084952958,A5088846084,1
A5084952958,A5089917331,2
A5084952958,A5090335051,1
A5084952958,A5090751584,2
A5084952958,A5091797033,1
A5084952958,A5092175376,2
A5084952958,A5104049340,1
A5084952958,A5108407456,1
A5084952958,A5112741514,1
A5084952958,A5113677716,2
A5084952958,A5116691835,3
A5085062684,A5086638630,1
A5085062684,A5088630522,1
A5085062684,A5089462580,1
A5085062684,A5089589275,1
A5085062684,A5108034932,1
A5085062684,A5112326719,1
A5085069103,A5111752793,1
A5085069103,A5113756980,1
A5085083738,A5102717651,1
A5085135496,A5110936596,1
A5085169279,A5086018883,1
A5085169279,A5088312740,1
A5085169279,A5088827087,1
A5085169279,A5090970334,1
A5085169279,A5106743232,1
A5085198786,A5089067181,2
A5085198786,A5112059095,1
A5085198786,A5114235298,1
A5085198942,A5085674774,2
A5085198942,A5086753224,2
A5085198942,A5089408999,1
A5085198942,A5089917331,2
A5085198942,A5101648015,1
A5085198942,A5103142337,1
A5085198942,A5103233261,1
A5085238358,A5090219740,1
A5085250784,A5086117599,1
A5085250784,A5086487790,1
A5085250784,A5090005375,1
A5085250784,A5091168022,1
A5085250784,A5101437846,2
A5085250784,A5101834511,1
A5085250784,A5103233261,1
A5085250784,A5106660367,1
A5085250784,A5108094274,1
A5085250784,A5111747830,1
A5085250784,A5112189241,1
A5085292254,A5086670563,1
A5085292254,A5089067181,1
A5085292254,A5102928081,1
A5085292254,A5104151417,1
A5085292254,A5104471764,1
A5085292254,A5113253333,2
A5085313739,A5086603611,1
A5085313739,A5086976250,1
A5085313739,A5089067181,1
A5085313739,A5110307386,1
A5085347657,A5103384729,1
A5085347883,A5087701950,1
A5085347883,A5112741514,1
A5085396890,A5110773946,1
A5085570681,A5085674774,1
A5085570681,A5086586908,1
A5085570681,A5089067181,2
A5085570681,A5090773863,1
A5085570681,A5091731623,1
A5085570681,A5110283569,1
A5085570681,A5110631630,1
A5085570681,A5112328313,1
A5085570681,A5112955398,3
A5085570681,A5114235298,1
A5085591569,A5104048654,1
A5085648520,A5108228453,4
A5085674774,A5085955618,1
A5085674774,A5086928907,2
A5085674774,A5087370269,1
A5085674774,A5087569260,5
A5085674774,A5087701950,2
A5085674774,A5088890768,1
A5085674774,A5089067181,4
A5085674774,A5089410623,1
A5085674774,A5089917331,2
A5085674774,A5090035763,3
A5085674774,A5090428075,3
A5085674774,A5090611122,1
A5085674774,A5090805634,2
A5085674774,A5090970334,1
A5085674774,A5091351942,1
A5085674774,A5101648015,1
A5085674774,A5102241380,2
A5085674774,A5102773610,3
A5085674774,A5102982796,2
A5085674774,A5103014661,2
A5085674774,A5103142337,1
A5085674774,A5103233261,1
A5085674774,A5103874950,1
A5085674774,A5103985941,2
A5085674774,A5103987246,2
A5085674774,A5104007613,1
A5085674774,A5104471764,2
A5085674774,A5106660198,2
A5085674774,A5106660366,2
A5085674774,A5106660367,1
A5085674774,A5107566219,1
A5085674774,A5108317458,2
A5085674774,A5108384913,2
A5085674774,A5109410560,1
A5085674774,A5110779309,2
A5085674774,A5110784563,2
A5085674774,A5110784564,3
A5085674774,A5110945706,1
A5085674774,A5111317831,1
A5085674774,A5111404410,3
A5085674774,A5111591744,2
A5085674774,A5111841372,3
A5085674774,A5112456217,2
A5085674774,A5112460277,3
A5085674774,A5112892224,1
A5085674774,A5113169635,2
A5085674774,A5113270207,1
A5085674774,A5113644443,1
A5085674774,A5113875047,2
A5085754512,A5088823228,1
A5085850473,A5108775888,1
A5085857861,A5112302214,1
A5085911334,A5113544463,1
A5085933467,A5086310297,1
A5085933467,A5086497539,1
A5085933467,A5086603611,2
A5085933467,A5086763067,2
A5085933467,A5086976250,2
A5085933467,A5087011078,2
A5085933467,A5087325827,1
A5085933467,A5087496171,2
A5085933467,A5087750501,1
A5085933467,A5087886468,2
A5085933467,A5088387847,2
A5085933467,A5088827087,2
A5085933467,A5088890768,5
A5085933467,A5089067181,1
A5085933467,A5089917331,1
A5085933467,A5090219740,1
A5085933467,A5090335051,1
A5085933467,A5090751584,1
A5085933467,A5090801242,1
A5085933467,A5090861767,1
A5085933467,A5091427710,1
A5085933467,A5091797033,1
A5085933467,A5092175376,1
A5085933467,A5101638747,4
A5085933467,A5102809458,1
A5085933467,A5106183478,1
A5085933467,A5109424175,1
A5085933467,A5111681230,1
A5085933467,A5113677716,1
A5085933467,A5113842039,3
A5085933467,A5114195403,1
A5085938351,A5087585443,1
A5085938351,A5087828183,1
A5085938351,A5091337163,3
A5085955618,A5087370269,1
A5085955618,A5087496171,1
A5085955618,A5089067181,1
A5085955618,A5090035763,1
A5085955618,A5090428075,1
A5085955618,A5090970334,1
A5085955618,A5091337163,1
A5085955618,A5091351942,1
A5085955618,A5102773610,1
A5085955618,A5103874950,1
A5085955618,A5106303147,1
A5085955618,A5111404410,1
A5085955618,A5112460277,1
A5085992701,A5102950683,2
A5085992701,A5110545278,2
A5086018883,A5088312740,7
A5086018883,A5090970334,1
A5086018883,A5108398818,1
A5086018883,A5110417069,1
A5086018883,A5111954282,1
A5086030405,A5089869364,3
A5086030405,A5103975268,2
A5086030405,A5110451895,1
A5086117599,A5086487790,1
A5086117599,A5090005375,1
A5086117599,A5091168022,1
A5086117599,A5101834511,1
A5086117599,A5103233261,1
A5086117599,A5106660367,1
A5086117599,A5108094274,1
A5086117599,A5111747830,1
A5086117599,A5112189241,1
A5086190353,A5090219740,1
A5086212656,A5112955398,3
A5086243047,A5087233282,8
A5086243047,A5091268800,1
A5086243047,A5101621321,1
A5086243047,A5109411809,2
A5086243047,A5110255994,1
A5086243047,A5112189241,1
A5086243047,A5112580983,1
A5086250118,A5086410182,2
A5086250118,A5086853728,1
A5086250118,A5087750501,4
A5086250118,A5090219740,1
A5086250118,A5090801242,4
A5086250118,A5090861767,3
A5086250118,A5102950683,3
A5086250118,A5109531629,1
A5086250118,A5110267531,1
A5086250118,A5112302214,2
A5086265273,A5091351942,4
A5086273156,A5091389653,1
A5086310297,A5086603611,2
A5086310297,A5086763067,2
A5086310297,A5086976250,2
A5086310297,A5087011078,2
A5086310297,A5087496171,1
A5086310297,A5087886468,2
A5086310297,A5088387847,2
A5086310297,A5088827087,1
A5086310297,A5089548651,1
A5086310297,A5089917331,2
A5086310297,A5090751584,1
A5086310297,A5091797033,1
A5086310297,A5092175376,1
A5086310297,A5113677716,1
A5086315389,A5088322033,2
A5086315389,A5108673424,1
A5086331315,A5087040042,1
A5086331315,A5088120715,3
A5086331315,A5088627641,2
A5086331315,A5113479766,1
A5086368387,A5111391187,2
A5086410182,A5087750501,2
A5086410182,A5089408999,1
A5086410182,A5090801242,2
A5086410182,A5090861767,2
A5086410182,A5110267531,1
A5086442418,A5086664413,1
A5086442992,A5109080654,1
A5086442992,A5110720034,1
A5086448929,A5089270733,4
A5086448929,A5102738599,7
A5086487790,A5087370269,1
A5086487790,A5089067181,2
A5086487790,A5090005375,1
A5086487790,A5090030439,2
A5086487790,A5091168022,1
A5086487790,A5101834511,1
A5086487790,A5103233261,1
A5086487790,A5106660367,1
A5086487790,A5108094274,1
A5086487790,A5111747830,1
A5086487790,A5112189241,1
A5086497539,A5087325827,1
A5086497539,A5088890768,1
A5086497539,A5089067181,1
A5086497539,A5102809458,1
A5086497539,A5103806349,2
A5086497539,A5106183478,1
A5086497539,A5111681230,1
A5086497539,A5114195403,1
A5086524488,A5089589275,1
A5086524488,A5090953011,1
A5086524488,A5103014661,1
A5086524488,A5108034932,4
A5086524488,A5112877525,1
A5086526354,A5087416400,4
A5086526354,A5089067181,4
A5086526354,A5090363793,2
A5086535026,A5112225533,1
A5086582912,A5113814455,3
A5086586908,A5088630522,2
A5086594929,A5089385873,1
A5086603040,A5109104197,4
A5086603611,A5086763067,3
A5086603611,A5086976250,4
A5086603611,A5087011078,3
A5086603611,A5087496171,2
A5086603611,A5087886468,4
A5086603611,A5088387847,3
A5086603611,A5088827087,2
A5086603611,A5089067181,1
A5086603611,A5089917331,2
A5086603611,A5090335051,1
A5086603611,A5090751584,2
A5086603611,A5091797033,1
A5086603611,A5092175376,2
A5086603611,A5104507044,1
A5086603611,A5110307386,1
A5086603611,A5111918427,2
A5086603611,A5112537861,1
A5086603611,A5113677716,1
A5086638630,A5088630522,2
A5086638630,A5089462580,3
A5086638630,A5089589275,1
A5086638630,A5101648038,1
A5086638630,A5108034932,6
A5086638630,A5108137309,2
A5086638630,A5112463159,2
A5086638630,A5112877525,1
A5086670563,A5091268800,2
A5086670563,A5104471764,1
A5086685173,A5101618610,4
A5086685173,A5108034932,2
A5086724980,A5091010816,1
A5086724980,A5101987589,1
A5086750483,A5087311216,3
A5086750483,A5088000458,4
A5086750483,A5089548651,1
A5086750483,A5089603095,1
A5086750483,A5090970334,2
A5086750483,A5091177134,1
A5086750483,A5110779309,1
A5086753224,A5088827087,1
A5086753224,A5089067181,1
A5086753224,A5089408999,1
A5086753224,A5089436487,1
A5086753224,A5090751584,1
A5086753224,A5104035144,1
A5086753224,A5111820462,1
A5086763067,A5086976250,3
A5086763067,A5087011078,3
A5086763067,A5087496171,2
A5086763067,A5087886468,3
A5086763067,A5088387847,3
A5086763067,A5088827087,2
A5086763067,A5089917331,2
A5086763067,A5090335051,1
A5086763067,A5090751584,2
A5086763067,A5091797033,1
A5086763067,A5092175376,2
A5086763067,A5113677716,1
A5086778215,A5110220409,1
A5086927082,A5108402765,1
A5086928907,A5087569260,1
A5086928907,A5110784564,1
A5086942147,A5087233282,5
A5086942147,A5088823228,1
A5086942147,A5091431113,2
A5086942147,A5103202460,4
A5086942147,A5104084186,1
A5086942147,A5106303147,1
A5086942147,A5109505237,2
A5086942147,A5109544257,1
A5086942147,A5109912007,1
A5086942147,A5111969665,1
A5086942147,A5113756980,1
A5086952673,A5090773200,3
A5086952673,A5091897384,1
A5086976250,A5087011078,3
A5086976250,A5087496171,2
A5086976250,A5087886468,3
A5086976250,A5088387847,3
A5086976250,A5088827087,2
A5086976250,A5089067181,1
A5086976250,A5089917331,2
A5086976250,A5090335051,1
A5086976250,A5090751584,2
A5086976250,A5091797033,1
A5086976250,A5092175376,2
A5086976250,A5110307386,1
A5086976250,A5113677716,1
A5086994897,A5103423272,5
A5086994897,A5108206092,2
A5086994897,A5113860717,3
A5087011078,A5087496171,2
A5087011078,A5087886468,3
A5087011078,A5088387847,4
A5087011078,A5088827087,2
A5087011078,A5089917331,2
A5087011078,A5090335051,1
A5087011078,A5090751584,2
A5087011078,A5091797033,1
A5087011078,A5092175376,2
A5087011078,A5113677716,1
A5087040042,A5088581760,1
A5087040042,A5090769820,1
A5087040042,A5102792022,2
A5087040042,A5111990162,1
A5087040042,A5113761759,1
A5087040042,A5113875609,4
A5087046632,A5087233282,1
A5087046632,A5103202460,1
A5087046632,A5106660198,1
A5087046632,A5109716564,1
A5087046632,A5111557186,1
A5087046632,A5113704869,1
A5087050587,A5091526652,1
A5087057665,A5100780961,1
A5087057665,A5102812177,3
A5087057665,A5109534263,3
A5087065313,A5091337163,1
A5087065313,A5103147037,1
A5087233282,A5088823228,1
A5087233282,A5091330557,2
A5087233282,A5091431113,1
A5087233282,A5103202460,10
A5087233282,A5104048654,1
A5087233282,A5106303147,1
A5087233282,A5108210232,1
A5087233282,A5108407456,1
A5087233282,A5109062974,1
A5087233282,A5109411809,3
A5087233282,A5109505237,1
A5087233282,A5109716564,5
A5087233282,A5111549449,1
A5087233282,A5112189241,1
A5087233282,A5113704869,4
A5087233282,A5113756980,1
A5087233282,A5113801959,2
A5087240145,A5087357302,1
A5087240145,A5101012034,3
A5087240145,A5101504963,2
A5087240145,A5104454765,4
A5087240145,A5108775888,1
A5087243061,A5089067181,1
A5087243061,A5113520124,2
A5087243727,A5108094274,1
A5087252914,A5089382655,1
A5087252914,A5108514927,1
A5087252914,A5109987684,1
A5087252914,A5110958531,3
A5087252914,A5111910776,1
A5087263629,A5088117755,2
A5087263629,A5091098692,3
A5087325827,A5088890768,1
A5087325827,A5089067181,1
A5087325827,A5102809458,1
A5087325827,A5106183478,1
A5087325827,A5108632242,1
A5087325827,A5111681230,1
A5087329694,A5087593953,6
A5087329694,A5110145020,1
A5087357302,A5087880318,1
A5087357302,A5089067181,1
A5087357302,A5100515830,5
A5087357302,A5100648676,1
A5087357302,A5101012034,1
A5087357302,A5101621321,1
A5087357302,A5101828454,1
A5087357302,A5101882941,9
A5087357302,A5101976114,6
A5087357302,A5104454765,1
A5087357302,A5104780044,4
A5087357302,A5105508778,1
A5087357302,A5108775888,2
A5087357302,A5109263107,3
A5087357302,A5110107289,1
A5087357302,A5111721401,6
A5087357302,A5111988205,2
A5087360525,A5108229778,1
A5087370269,A5087701950,1
A5087370269,A5088607363,1
A5087370269,A5089067181,8
A5087370269,A5090035763,1
A5087370269,A5090428075,1
A5087370269,A5090970334,1
A5087370269,A5091351942,1
A5087370269,A5092014737,1
A5087370269,A5102773610,1
A5087370269,A5103874950,1
A5087370269,A5111404410,1
A5087370269,A5111937220,1
A5087370269,A5112225533,1
A5087370269,A5112460277,1
A5087370269,A5112537861,1
A5087370269,A5112771709,6
A5087372555,A5100602611,1
A5087372555,A5113602048,1
A5087416400,A5089067181,5
A5087441079,A5090769042,1
A5087456913,A5091105429,3
A5087468171,A5111758430,6
A5087483984,A5090005375,2
A5087496171,A5087886468,2
A5087496171,A5088387847,2
A5087496171,A5088827087,2
A5087496171,A5089917331,1
A5087496171,A5090335051,1
A5087496171,A5090751584,1
A5087496171,A5091337163,1
A5087496171,A5091797033,1
A5087496171,A5092175376,1
A5087496171,A5106303147,1
A5087496171,A5113677716,1
A5087528766,A5110949226,1
A5087547134,A5087701950,1
A5087547134,A5108122011,1
A5087547134,A5112188104,2
A5087547134,A5113644443,1
A5087569260,A5087701950,1
A5087569260,A5088823228,1
A5087569260,A5090035763,1
A5087569260,A5090611122,1
A5087569260,A5091431113,1
A5087569260,A5102978579,1
A5087569260,A5109410560,1
A5087569260,A5109505237,1
A5087569260,A5110325164,1
A5087569260,A5110779309,1
A5087569260,A5110784563,1
A5087569260,A5112460277,1
A5087585443,A5087828183,1
A5087585443,A5090970334,1
A5087585443,A5091337163,8
A5087585443,A5106303147,3
A5087585443,A5108034932,3
A5087593953,A5091351942,1
A5087593953,A5110145020,2
A5087593953,A5110272526,1
A5087596898,A5090349888,1
A5087596898,A5106743232,1
A5087644829,A5087791670,3
A5087649170,A5090376192,1
A5087649170,A5112633227,1
A5087653712,A5101541069,1
A5087653712,A5113674844,1
A5087701950,A5088312740,1
A5087701950,A5088630522,2
A5087701950,A5088823228,5
A5087701950,A5089067181,2
A5087701950,A5089139307,3
A5087701950,A5089410623,1
A5087701950,A5089671440,1
A5087701950,A5090035763,1
A5087701950,A5090611122,2
A5087701950,A5090648333,1
A5087701950,A5091351942,1
A5087701950,A5091431113,1
A5087701950,A5091546833,1
A5087701950,A5102978579,1
A5087701950,A5103985941,2
A5087701950,A5108034932,1
A5087701950,A5108122011,1
A5087701950,A5108384913,1
A5087701950,A5109505237,1
A5087701950,A5110278433,5
A5087701950,A5110325164,1
A5087701950,A5110779309,1
A5087701950,A5110784563,1
A5087701950,A5111181772,2
A5087701950,A5111317831,1
A5087701950,A5111417479,2
A5087701950,A5112460277,1
A5087701950,A5113875047,1
A5087717135,A5087750501,1
A5087717135,A5103148346,1
A5087717135,A5108469224,1
A5087717135,A5111541216,1
A5087717135,A5111959191,1
A5087717135,A5112085906,2
A5087717135,A5113679042,1
A5087717135,A5113719320,1
A5087750501,A5089067181,1
A5087750501,A5089740599,2
A5087750501,A5090219740,6
A5087750501,A5090801242,9
A5087750501,A5090861767,8
A5087750501,A5091351942,4
A5087750501,A5091427710,2
A5087750501,A5102810437,1
A5087750501,A5102950683,1
A5087750501,A5109531629,1
A5087750501,A5110267531,2
A5087750501,A5110564278,3
A5087750501,A5113679042,1
A5087828183,A5091337163,1
A5087828183,A5091546833,1
A5087880318,A5101976114,1
A5087886468,A5088387847,3
A5087886468,A5088827087,2
A5087886468,A5089917331,2
A5087886468,A5090335051,1
A5087886468,A5090751584,2
A5087886468,A5091797033,1
A5087886468,A5092175376,2
A5087886468,A5113677716,1
A5088035472,A5091546833,1
A5088059710,A5090811513,4
A5088059710,A5108228453,1
A5088059710,A5110548724,2
A5088093823,A5089548651,4
A5088093823,A5100648676,1
A5088101114,A5104007613,5
A5088101114,A5109250993,1
A5088101114,A5109328897,1
A5088101114,A5111685545,1
A5088112644,A5090623732,1
A5088112644,A5108086842,1
A5088112644,A5113645875,1
A5088116311,A5101665529,3
A5088117755,A5091098692,2
A5088122292,A5091337163,1
A5088122292,A5109410560,3
A5088127117,A5088628529,1
A5088127117,A5089034203,1
A5088131088,A5108349791,1
A5088131088,A5108469224,1
A5088131088,A5111541216,1
A5088131088,A5112059095,7
A5088131088,A5112085906,1
A5088131088,A5112225533,1
A5088156103,A5103098022,2
A5088299148,A5109083735,2
A5088299148,A5111798041,3
A5088312740,A5090648333,3
A5088312740,A5090970334,1
A5088312740,A5108272351,1
A5088312740,A5108398818,1
A5088312740,A5111954282,1
A5088322033,A5108673424,1
A5088322033,A5112363386,1
A5088327311,A5109110149,5
A5088344732,A5090219740,2
A5088344732,A5090769820,1
A5088344732,A5108513472,2
A5088387847,A5088827087,2
A5088387847,A5089917331,2
A5088387847,A5090335051,1
A5088387847,A5090751584,2
A5088387847,A5091797033,1
A5088387847,A5092175376,2
A5088387847,A5112276850,2
A5088387847,A5112585669,1
A5088387847,A5113677716,1
A5088387847,A5114195403,1
A5088477266,A5107640634,2
A5088574146,A5091526652,1
A5088581760,A5088846084,22
A5088581760,A5090219740,3
A5088581760,A5090769820,5
A5088581760,A5091324452,1
A5088581760,A5101779401,1
A5088581760,A5102792022,2
A5088581760,A5103975268,1
A5088581760,A5104049340,4
A5088581760,A5108407456,4
A5088581760,A5110086262,5
A5088581760,A5111990162,5
A5088607363,A5092014737,1
A5088607363,A5110949226,2
A5088627641,A5089546896,3
A5088627641,A5102950683,1
A5088627641,A5112771709,1
A5088627641,A5113535397,3
A5088628529,A5089034203,1
A5088630522,A5089589275,1
A5088630522,A5102950683,2
A5088630522,A5108137309,2
A5088630522,A5110191568,1
A5088630522,A5111113986,2
A5088644330,A5112363386,4
A5088751376,A5110224953,2
A5088751376,A5113602048,1
A5088804357,A5105885862,2
A5088804357,A5110145020,1
