from,to,weight
A5037886219,A5066360531,2
A5037886219,A5067846686,1
A5037886219,A5068183663,1
A5037886219,A5068334963,2
A5037886219,A5069148631,2
A5037886219,A5070038337,1
A5037886219,A5070191034,4
A5037886219,A5070801097,1
A5037886219,A5070951615,1
A5037886219,A5071649909,1
A5037886219,A5071652330,1
A5037886219,A5072320577,1
A5037886219,A5072875451,1
A5037886219,A5073111821,1
A5037886219,A5073123254,1
A5037886219,A5073592308,1
A5037886219,A5074413866,1
A5037886219,A5076827810,1
A5037886219,A5077123947,1
A5037886219,A5077178704,1
A5037886219,A5077388594,1
A5037886219,A5078322786,1
A5037886219,A5078993478,1
A5037886219,A5079902325,1
A5037886219,A5080676459,1
A5037886219,A5081035197,4
A5037886219,A5081302464,2
A5037886219,A5081408180,2
A5037886219,A5082014181,1
A5037886219,A5082317939,4
A5037886219,A5082890259,1
A5037886219,A5083624621,1
A5037886219,A5084881702,1
A5037886219,A5085674774,1
A5037886219,A5085955618,1
A5037886219,A5086497539,1
A5037886219,A5087046632,1
A5037886219,A5087360525,1
A5037886219,A5087370269,1
A5037886219,A5087701950,1
A5037886219,A5089067181,2
A5037886219,A5090035763,1
A5037886219,A5090428075,1
A5037886219,A5090892962,1
A5037886219,A5090970334,1
A5037886219,A5091287571,1
A5037886219,A5091351942,2
A5037886219,A5091544501,1
A5037886219,A5091546833,1
A5037886219,A5102186480,1
A5037886219,A5102773610,1
A5037886219,A5103136829,1
A5037886219,A5103142337,1
A5037886219,A5103233261,3
A5037886219,A5103806349,1
A5037886219,A5103874950,1
A5037886219,A5106660198,1
A5037886219,A5106660367,1
A5037886219,A5108034932,1
A5037886219,A5108272351,1
A5037886219,A5109034177,1
A5037886219,A5110630947,6
A5037886219,A5111404410,1
A5037886219,A5112102311,1
A5037886219,A5112456217,1
A5037886219,A5112460277,1
A5037886219,A5113088780,2
A5037886219,A5113253333,1
A5037886219,A5113560572,4
A5037886219,A5113719320,1
A5037886219,A5113724193,1
A5037886219,A5113842039,2
A5037899709,A5062821743,4
A5037899709,A5109839772,3
A5037913108,A5111309629,2
A5037913108,A5112658671,3
A5037939399,A5065404441,3
A5037939399,A5068490193,3
A5037939399,A5076831759,1
A5037970359,A5040578921,1
A5037970359,A5041199718,1
A5037970359,A5041745800,1
A5037970359,A5044681495,3
A5037970359,A5045033930,1
A5037970359,A5045340800,1
A5037970359,A5046994129,1
A5037970359,A5048115328,1
A5037970359,A5049789371,1
A5037970359,A5050624434,1
A5037970359,A5053455982,1
A5037970359,A5053753514,2
A5037970359,A5064922057,2
A5037970359,A5077464802,2
A5037970359,A5079989478,5
A5037970359,A5082014181,3
A5037970359,A5090601358,3
A5037970359,A5091822431,3
A5037972508,A5077076495,2
A5037972508,A5083297478,3
A5037972508,A5112872825,3
A5037998541,A5040028329,1
A5037998541,A5041084169,1
A5037998541,A5041199718,1
A5037998541,A5043512301,1
A5037998541,A5043820170,2
A5037998541,A5044114228,1
A5037998541,A5044997234,3
A5037998541,A5045012778,1
A5037998541,A5045608737,2
A5037998541,A5046884997,1
A5037998541,A5046896459,1
A5037998541,A5048028920,1
A5037998541,A5048395349,1
A5037998541,A5048543419,2
A5037998541,A5049628720,1
A5037998541,A5050922807,2
A5037998541,A5051248935,1
A5037998541,A5051309096,1
A5037998541,A5052268355,2
A5037998541,A5055305789,1
A5037998541,A5055632056,1
A5037998541,A5055835312,1
A5037998541,A5056405122,1
A5037998541,A5057387065,1
A5037998541,A5058023492,1
A5037998541,A5058174435,1
A5037998541,A5058645661,1
A5037998541,A5059851466,1
A5037998541,A5060109562,1
A5037998541,A5060471197,1
A5037998541,A5060487414,2
A5037998541,A5060930335,7
A5037998541,A5061940018,1
A5037998541,A5062009973,1
A5037998541,A5062134738,2
A5037998541,A5062775440,2
A5037998541,A5062903025,2
A5037998541,A5063608966,1
A5037998541,A5064104060,2
A5037998541,A5064110760,1
A5037998541,A5064278968,3
A5037998541,A5064621545,1
A5037998541,A5064826545,2
A5037998541,A5066325377,3
A5037998541,A5066633308,1
A5037998541,A5066983546,1
A5037998541,A5067477629,1
A5037998541,A5068449780,3
A5037998541,A5069385479,2
A5037998541,A5070433559,1
A5037998541,A5071702320,1
A5037998541,A5072534782,1
A5037998541,A5072875451,1
A5037998541,A5073201700,1
A5037998541,A5074016954,2
A5037998541,A5074263217,1
A5037998541,A5076201271,2
A5037998541,A5077306460,1
A5037998541,A5078685681,1
A5037998541,A5081408180,1
A5037998541,A5081654953,1
A5037998541,A5082013107,1
A5037998541,A5082317939,3
A5037998541,A5083525231,1
A5037998541,A5083836369,1
A5037998541,A5086750483,1
A5037998541,A5089548651,1
A5037998541,A5089603095,2
A5037998541,A5089786279,3
A5037998541,A5090219740,3
A5037998541,A5090365407,1
A5037998541,A5090874457,3
A5037998541,A5091122644,3
A5037998541,A5091177134,1
A5037998541,A5091308909,1
A5037998541,A5091342433,1
A5037998541,A5094071138,1
A5037998541,A5100373680,1
A5037998541,A5102950683,1
A5037998541,A5103141864,2
A5037998541,A5112225533,2
A5037998541,A5112534867,2
A5037998541,A5113616749,2
A5038092036,A5052718338,2
A5038092036,A5052813352,2
A5038092036,A5054703904,4
A5038092036,A5070305320,2
A5038097151,A5110053337,3
A5038162280,A5050285182,2
A5038162280,A5057903887,1
A5038162280,A5059576222,1
A5038162280,A5080644663,1
A5038162280,A5102505743,1
A5038165966,A5053455982,2
A5038165966,A5075155479,2
A5038165966,A5101505420,3
A5038165966,A5102890775,3
A5038170096,A5066153210,1
A5038170096,A5084377900,1
A5038220834,A5067516382,1
A5038220834,A5074454305,1
A5038220834,A5080342140,2
A5038220834,A5091526652,1
A5038220834,A5091897384,1
A5038220834,A5104087397,1
A5038224673,A5038720351,1
A5038224673,A5090804923,1
A5038224673,A5103513937,1
A5038232546,A5047213560,2
A5038232546,A5072078512,2
A5038232546,A5103168015,3
A5038260079,A5042077274,1
A5038260079,A5049735088,2
A5038260079,A5050428667,2
A5038260079,A5053310125,3
A5038260079,A5054532040,2
A5038260079,A5056604056,2
A5038260079,A5058246772,2
A5038260079,A5069143985,1
A5038260079,A5072635229,1
A5038260079,A5076386316,1
A5038260079,A5090712939,5
A5038260079,A5109508115,3
A5038270143,A5040195312,1
A5038270143,A5049371306,2
A5038270143,A5051836648,1
A5038270143,A5072214819,2
A5038270143,A5091546833,2
A5038286034,A5048015037,2
A5038286034,A5053355169,1
A5038286034,A5062122821,1
A5038286034,A5066239927,2
A5038286034,A5081725860,1
A5038286034,A5082666143,1
A5038286034,A5108407456,1
A5038286034,A5110601621,1
A5038286034,A5111685545,1
A5038286034,A5112576810,1
A5038308154,A5045057409,1
A5038308154,A5051584238,1
A5038308154,A5052982122,1
A5038308154,A5063133546,1
A5038308154,A5077397358,1
A5038308154,A5081302464,7
A5038308154,A5084735110,4
A5038308154,A5086487790,1
A5038420541,A5083613314,1
A5038420541,A5108345476,2
A5038420541,A5112955398,1
A5038423905,A5053125838,1
A5038423905,A5059315476,1
A5038423905,A5061526817,1
A5038423905,A5067766868,6
A5038423905,A5071241349,1
A5038423905,A5110853569,3
A5038491545,A5044240609,1
A5038491545,A5048363608,1
A5038491545,A5063728345,3
A5038491545,A5064564535,1
A5038491545,A5066137066,6
A5038491545,A5069923982,3
A5038491545,A5072415671,1
A5038491545,A5073851020,2
A5038491545,A5075241578,9
A5038491545,A5076175741,1
A5038491545,A5076893121,6
A5038491545,A5078733886,1
A5038491545,A5082402995,1
A5038491545,A5085135496,3
A5038491545,A5091010816,2
A5038491545,A5102750760,1
A5038491545,A5109113638,2
A5038491545,A5110936596,1
A5038505330,A5038745891,1
A5038505330,A5043388015,1
A5038505330,A5087065313,1
A5038542243,A5050862218,1
A5038542243,A5074729455,2
A5038542243,A5100723426,6
A5038542243,A5100862535,2
A5038542243,A5101787998,5
A5038542243,A5101834511,1
A5038542243,A5110522976,2
A5038542243,A5111873512,3
A5038542243,A5113685556,1
A5038542529,A5039207374,7
A5038542529,A5048543419,10
A5038542529,A5059497335,3
A5038542529,A5065858252,1
A5038542529,A5074007788,1
A5038542529,A5080848488,1
A5038542529,A5086753224,1
A5038542529,A5102809458,1
A5038542529,A5104035144,3
A5038542529,A5111820462,1
A5038542529,A5113167111,1
A5038548311,A5047404846,1
A5038548311,A5057373201,1
A5038548311,A5063826353,1
A5038548311,A5066146362,2
A5038548311,A5066360531,1
A5038548311,A5066967555,1
A5038548311,A5070191034,2
A5038548311,A5113167111,1
A5038592748,A5040578921,2
A5038592748,A5041199718,5
A5038592748,A5044752864,2
A5038592748,A5046259889,7
A5038592748,A5048028920,1
A5038592748,A5048855216,1
A5038592748,A5050624434,2
A5038592748,A5051928708,1
A5038592748,A5052846781,3
A5038592748,A5053170814,1
A5038592748,A5056405122,1
A5038592748,A5058819714,1
A5038592748,A5059050150,2
A5038592748,A5066868128,2
A5038592748,A5068603799,1
A5038592748,A5070397499,1
A5038592748,A5079283673,1
A5038592748,A5087701950,8
A5038634992,A5053161389,2
A5038634992,A5062044718,2
A5038634992,A5063523745,3
A5038660496,A5040578921,1
A5038660496,A5048115328,1
A5038660496,A5049789371,1
A5038660496,A5055854104,4
A5038660496,A5063411209,2
A5038660496,A5077651034,1
A5038660496,A5077714979,1
A5038660496,A5081316646,3
A5038660496,A5084716364,2
A5038660496,A5086778215,1
A5038660496,A5090387325,1
A5038678138,A5063045421,2
A5038678138,A5067477954,2
A5038678138,A5076168745,3
A5038678138,A5082877438,1
A5038678158,A5039530170,4
A5038678158,A5074675435,2
A5038678158,A5084013996,1
A5038678158,A5089238682,1
A5038678158,A5109962891,1
A5038685847,A5062009973,1
A5038685847,A5089786279,3
A5038720351,A5048592892,2
A5038720351,A5049426646,3
A5038720351,A5057028613,3
A5038720351,A5079195415,1
A5038720351,A5086582912,3
A5038720351,A5090804923,1
A5038720351,A5103513937,1
A5038720351,A5108094274,1
A5038745891,A5043388015,1
A5038745891,A5064316776,1
A5038745891,A5072002141,2
A5038745891,A5093469059,1
A5038745891,A5103147037,1
A5038783850,A5040113660,1
A5038783850,A5058620382,1
A5038783850,A5069752865,1
A5038783850,A5073198912,1
A5038783850,A5074040509,3
A5038783850,A5078142650,3
A5038783850,A5083104363,1
A5038783850,A5086526354,3
A5038783850,A5089067181,1
A5038872398,A5088765674,2
A5038873010,A5038897929,1
A5038873010,A5038946187,1
A5038873010,A5039080941,1
A5038873010,A5039207374,1
A5038873010,A5039364694,1
A5038873010,A5040121024,1
A5038873010,A5040443326,2
A5038873010,A5041235614,4
A5038873010,A5041789762,3
A5038873010,A5042095784,1
A5038873010,A5042336328,1
A5038873010,A5042531984,2
A5038873010,A5042607664,2
A5038873010,A5043854862,5
A5038873010,A5044538537,1
A5038873010,A5044554912,1
A5038873010,A5044563276,1
A5038873010,A5044790718,1
A5038873010,A5044932133,1
A5038873010,A5045335131,1
A5038873010,A5045608737,1
A5038873010,A5046509290,1
A5038873010,A5046743964,1
A5038873010,A5046953441,1
A5038873010,A5047066098,1
A5038873010,A5047187906,1
A5038873010,A5047356822,1
A5038873010,A5047465035,1
A5038873010,A5047910973,1
A5038873010,A5047975781,2
A5038873010,A5048917574,1
A5038873010,A5049153998,1
A5038873010,A5049569296,3
A5038873010,A5050624434,1
A5038873010,A5050988963,1
A5038873010,A5051248935,1
A5038873010,A5051309096,1
A5038873010,A5051333159,1
A5038873010,A5051923615,1
A5038873010,A5052473626,1
A5038873010,A5052613508,1
A5038873010,A5053170814,1
A5038873010,A5053379413,3
A5038873010,A5053409661,2
A5038873010,A5053555827,4
A5038873010,A5053594384,3
A5038873010,A5053611400,1
A5038873010,A5053634231,15
A5038873010,A5053638242,1
A5038873010,A5053731412,1
A5038873010,A5053871178,11
A5038873010,A5053956842,2
A5038873010,A5053962612,1
A5038873010,A5054487687,1
A5038873010,A5054977781,1
A5038873010,A5055361429,1
A5038873010,A5055843584,1
A5038873010,A5057388257,1
A5038873010,A5058574698,2
A5038873010,A5058867480,1
A5038873010,A5059576222,1
A5038873010,A5059782311,1
A5038873010,A5060652236,1
A5038873010,A5060958973,1
A5038873010,A5062667343,1
A5038873010,A5062775440,1
A5038873010,A5062897472,3
A5038873010,A5062903025,1
A5038873010,A5063743061,1
A5038873010,A5064846282,1
A5038873010,A5065288345,5
A5038873010,A5065312490,1
A5038873010,A5065732839,3
A5038873010,A5066151994,1
A5038873010,A5066925463,1
A5038873010,A5067477629,5
A5038873010,A5067846686,1
A5038873010,A5068183663,1
A5038873010,A5068283429,2
A5038873010,A5068874283,1
A5038873010,A5068910144,2
A5038873010,A5070191034,1
A5038873010,A5070328890,1
A5038873010,A5070723166,2
A5038873010,A5071649909,9
A5038873010,A5071652330,1
A5038873010,A5072685750,2
A5038873010,A5072875451,1
A5038873010,A5073111821,1
A5038873010,A5073123254,4
A5038873010,A5073198912,1
A5038873010,A5073348227,1
A5038873010,A5073592308,1
A5038873010,A5074413866,1
A5038873010,A5075667104,1
A5038873010,A5075707731,1
A5038873010,A5076053156,1
A5038873010,A5076070556,2
A5038873010,A5076805215,1
A5038873010,A5076827810,2
A5038873010,A5078685681,4
A5038873010,A5078993478,1
A5038873010,A5079101984,1
A5038873010,A5079542269,2
A5038873010,A5079902325,2
A5038873010,A5080541214,1
A5038873010,A5080921997,3
A5038873010,A5081302464,3
A5038873010,A5081408180,2
A5038873010,A5081719588,1
A5038873010,A5082014181,1
A5038873010,A5082317939,1
A5038873010,A5082618108,5
A5038873010,A5082890259,1
A5038873010,A5082901299,1
A5038873010,A5083266790,1
A5038873010,A5083611476,1
A5038873010,A5083624621,2
A5038873010,A5083643690,2
A5038873010,A5084493762,1
A5038873010,A5084700095,4
A5038873010,A5085169279,1
A5038873010,A5085570681,1
A5038873010,A5085674774,1
A5038873010,A5085955618,1
A5038873010,A5086018883,1
A5038873010,A5086942147,1
A5038873010,A5087233282,1
A5038873010,A5087370269,1
A5038873010,A5087569260,1
A5038873010,A5087701950,1
A5038873010,A5088312740,1
A5038873010,A5088823228,2
A5038873010,A5089067181,3
A5038873010,A5089671440,1
A5038873010,A5090035763,3
A5038873010,A5090428075,1
A5038873010,A5090611122,1
A5038873010,A5090970334,9
A5038873010,A5091351942,1
A5038873010,A5091431113,2
A5038873010,A5100648676,1
A5038873010,A5102773610,1
A5038873010,A5102978579,1
A5038873010,A5103202460,1
A5038873010,A5103874950,1
A5038873010,A5104151417,1
A5038873010,A5106303147,1
A5038873010,A5108497725,1
A5038873010,A5109505237,2
A5038873010,A5110308720,1
A5038873010,A5110325164,1
A5038873010,A5110779309,1
A5038873010,A5110784563,1
A5038873010,A5111404410,1
A5038873010,A5112460277,2
A5038873010,A5112537861,1
A5038873010,A5112771709,1
A5038873010,A5114235298,2
A5038885386,A5047906066,1
A5038885386,A5057340219,2
A5038885386,A5065332715,1
A5038885386,A5073404726,3
A5038885386,A5077616965,1
A5038885386,A5078431100,5
A5038885386,A5078993478,1
A5038885386,A5088344732,2
A5038885386,A5088581760,3
A5038885386,A5088846084,4
A5038885386,A5090219740,2
A5038885386,A5090769820,1
A5038885386,A5101779401,1
A5038897929,A5040443326,1
A5038897929,A5040458193,1
A5038897929,A5042095784,1
A5038897929,A5043771827,2
A5038897929,A5043854862,1
A5038897929,A5044538537,1
A5038897929,A5044554912,1
A5038897929,A5045335131,2
A5038897929,A5047465035,1
A5038897929,A5051908367,2
A5038897929,A5053555827,1
A5038897929,A5055843584,1
A5038897929,A5058867480,1
A5038897929,A5064156615,1
A5038897929,A5064330380,2
A5038897929,A5065732839,1
A5038897929,A5068183663,3
A5038897929,A5071649909,3
A5038897929,A5073123254,1
A5038897929,A5073198912,1
A5038897929,A5073348227,1
A5038897929,A5081302464,1
A5038897929,A5081719588,1
A5038897929,A5083920386,1
A5038897929,A5084700095,1
A5038897929,A5085570681,1
A5038897929,A5089067181,4
A5038897929,A5090035763,1
A5038897929,A5090970334,1
A5038897929,A5112229584,1
A5038897929,A5112537861,1
A5038897929,A5114235298,1
A5038903858,A5042949929,2
A5038903858,A5056604056,3
A5038903858,A5059851466,1
A5038903858,A5062122821,2
A5038903858,A5065257057,1
A5038903858,A5083173493,1
A5038903858,A5085570681,1
A5038903858,A5086586908,1
A5038903858,A5112531170,1
A5038946187,A5041235614,1
A5038946187,A5053634231,1
A5038946187,A5067477629,3
A5038946187,A5083611476,1
A5038946187,A5091177134,1
A5038981687,A5040300113,1
A5038981687,A5040443326,2
A5038981687,A5041304494,1
A5038981687,A5045057409,2
A5038981687,A5046953441,1
A5038981687,A5047467243,5
A5038981687,A5048378520,2
A5038981687,A5048816626,4
A5038981687,A5050275183,2
A5038981687,A5051765082,1
A5038981687,A5052613508,3
A5038981687,A5052896901,1
A5038981687,A5054804112,1
A5038981687,A5056604056,1
A5038981687,A5058518471,1
A5038981687,A5058574698,1
A5038981687,A5058685699,1
A5038981687,A5059551776,1
A5038981687,A5060163108,1
A5038981687,A5061982227,1
A5038981687,A5062573833,1
A5038981687,A5063743061,1
A5038981687,A5065902028,3
A5038981687,A5067078906,2
A5038981687,A5071649909,1
A5038981687,A5073540369,4
A5038981687,A5077258548,1
A5038981687,A5080921997,1
A5038981687,A5082618108,1
A5038981687,A5082890259,1
A5038981687,A5086526354,1
A5038981687,A5087416400,2
A5038981687,A5089067181,1
A5038981687,A5090035763,3
A5038981687,A5090335051,1
A5038981687,A5091342433,1
A5038981687,A5104507044,2
A5038981687,A5104519074,1
A5038981687,A5110608130,1
A5038981687,A5111747830,1
A5038981687,A5111841372,6
A5038981687,A5112537861,1
A5038981687,A5113136263,1
A5038981687,A5113644443,1
A5038981687,A5114068124,1
A5039011841,A5061203576,2
A5039011841,A5073962283,3
A5039011841,A5083863455,1
A5039011841,A5084249426,1
A5039011841,A5087791670,3
A5039021148,A5055843584,1
A5039021148,A5069954447,1
A5039021148,A5073348227,1
A5039021148,A5081302464,2
A5039021148,A5084735110,1
A5039021148,A5089067181,1
A5039021148,A5093396739,1
A5039024535,A5040443326,1
A5039024535,A5042359572,3
A5039024535,A5046943896,2
A5039024535,A5047187906,2
A5039024535,A5047610788,1
A5039024535,A5049668076,2
A5039024535,A5051310305,4
A5039024535,A5052064199,2
A5039024535,A5052268355,4
A5039024535,A5059527190,2
A5039024535,A5060516361,2
A5039024535,A5062775440,3
A5039024535,A5063608966,2
A5039024535,A5065052445,2
A5039024535,A5068629789,2
A5039024535,A5070038337,1
A5039024535,A5070780812,2
A5039024535,A5071158810,2
A5039024535,A5075242622,1
A5039024535,A5077683873,2
A5039024535,A5085992701,2
A5039024535,A5102950683,2
A5039024535,A5110545278,2
A5039065479,A5048783647,1
A5039065479,A5062415867,2
A5039065479,A5064820196,1
A5039065479,A5069117192,1
A5039065479,A5070110372,1
A5039065479,A5071625627,1
A5039065479,A5083444072,1
A5039065479,A5086524488,1
A5039065479,A5087596898,1
A5039065479,A5090349888,1
A5039065479,A5103014661,1
A5039080941,A5039364694,1
A5039080941,A5040443326,1
A5039080941,A5041490154,2
A5039080941,A5041789762,3
A5039080941,A5042531984,1
A5039080941,A5042607664,1
A5039080941,A5044353857,2
A5039080941,A5044563276,2
A5039080941,A5045608737,2
A5039080941,A5046953441,2
A5039080941,A5047066098,2
A5039080941,A5047465035,2
A5039080941,A5047975781,3
A5039080941,A5048592892,2
A5039080941,A5048917574,1
A5039080941,A5049153998,2
A5039080941,A5049735088,2
A5039080941,A5050285182,3
A5039080941,A5050691186,1
A5039080941,A5051309096,1
A5039080941,A5051333159,4
A5039080941,A5052473626,1
A5039080941,A5053170814,2
A5039080941,A5053379413,15
A5039080941,A5053555827,1
A5039080941,A5053594384,1
A5039080941,A5053731412,4
A5039080941,A5053962612,2
A5039080941,A5054487687,1
A5039080941,A5054601264,2
A5039080941,A5054977781,1
A5039080941,A5057903887,3
A5039080941,A5058574698,1
A5039080941,A5058819714,2
A5039080941,A5059321270,2
A5039080941,A5059537258,2
A5039080941,A5059576222,24
A5039080941,A5059782311,1
A5039080941,A5059851466,2
A5039080941,A5059923617,1
A5039080941,A5059984907,2
A5039080941,A5060652236,1
A5039080941,A5060958973,2
A5039080941,A5062775440,2
A5039080941,A5063524729,4
A5039080941,A5063859875,1
A5039080941,A5064615155,2
A5039080941,A5064846282,1
A5039080941,A5065288345,1
A5039080941,A5066151994,1
A5039080941,A5066878897,1
A5039080941,A5067009487,2
A5039080941,A5067131341,2
